Pathway	SRR18584972	SRR18584974	SRR18584975	SRR18584976	SRR18584977	SRR18584978	SRR18584979	SRR18584980	SRR18584981	SRR18584982	SRR18584983	SRR18585056	SRR18585057	SRR18585058	SRR18585059	SRR18585061	SRR18585062	SRR18585063	SRR18585064	SRR18585065	SRR18585076	SRR18585077	SRR18585078	SRR18585079	SRR18585104	SRR18585105	SRR18585106	SRR18585107	SRR18585109	SRR18585110	SRR18585111	SRR18585112	SRR18585113	SRR18585114	SRR18585115	SRR18585128	SRR18585129	SRR18585131	SRR18585132	SRR18585133	SRR18585134	SRR18585135	SRR18585136	SRR18585137	SRR18585138	SRR18585139	SRR18585140	SRR18585142	SRR18585143	SRR18585144	SRR18585177	SRR18585178	SRR18585179	SRR18585180	SRR18585181	SRR18585182	SRR18585183	SRR18585184	SRR18585212	SRR18585213	SRR18585214	SRR18585215	SRR18585216	SRR18585218	SRR18585219	SRR18585220	SRR18585221	SRR18585222	SRR18585223	SRR18585254	SRR18585256	SRR18585257	SRR18585258	SRR18585259	SRR18585260	SRR18585261	SRR18585272	SRR18585273
PWY0-1479: tRNA processing	68.5978	66.8374	42.275	61.2503	66.4698	55.2285	99.1248	95.318	80.0883	50.1714	94.0849	46.3484	26.1179	0	6.14821	0	256.7	0	54.9392	29.9125	83.2054	87.5925	107.86	71.468	54.3103	309.89	503.67	69.1396	28.3359	250.359	19.9343	0	36.4274	167.138	184.553	54.0635	163.017	208.871	68.0442	101.463	61.4502	54.2891	50.0271	22.9296	34.4538	34.041	37.879	52.8579	51.9544	28.1209	77.695	84.3279	44.493	69.646	103.52	83.9085	106.748	31.6989	276.941	242.454	18.4959	26.4782	34.5968	7.47956	202.561	0	2.23146	28.882	0	12.5913	37.4339	31.265	23.8306	45.6953	31.5175	50.3169	73.2789	62.6587
PWY0-1533: methylphosphonate degradation I	0	0	0	0.190692	0	0	0	0	0	0	0	0	0	0	0	0.452794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.6893	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	330.321	359.531	357.509	427.995	613.41	643.289	314.796	378.577	527.348	373.182	432.456	353.622	518.007	550.946	536.259	560.926	724.355	149.048	324.678	478.64	618.865	586.542	316.524	444.159	296.116	751.285	1138.47	226.642	391.857	1244.97	362.635	1557.22	312.029	568.503	364.041	367.508	512.665	771.695	659.088	411.861	290.981	537.8	464.73	1073.55	401.497	487.392	383.134	267.122	311.551	296.298	380.943	339.323	413.844	270.353	445.939	452.497	305.503	341.599	791.814	743.228	228.394	340.099	422.298	827.496	814.047	542.887	500.598	605.911	279.739	414.497	330.98	279.567	240.606	354.749	336.844	348.558	418.574	305.242
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	175.796	158.416	152.328	300.018	391.184	381.623	126.968	203.722	313.346	199.768	239.422	169.147	136.399	99.8615	102.992	62.4236	347.262	0	272.775	246.058	401.544	390.382	113.389	101.115	106.931	519.997	561.522	110.785	27.1518	254.104	31.4383	0	10.8864	162.536	167.378	176.813	216.216	229.68	130.631	200.467	182.502	234.936	218.8	65.3806	220.162	81.4353	58.3121	156.864	124.392	111.91	294.93	164.928	120.056	146.512	202.539	231.723	175.444	234.942	376.336	312.821	151.646	71.3875	199.248	388.536	225.743	25.1348	44.8592	78.5956	237.507	14.1014	73.6975	111.909	133.159	57.5136	64.1911	69.881	181.427	150.865
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	1.32679	0	0	1.68549	7.4815	0	0	0	0	0	0	0	0	0	0	13.8418	140.571	0	7.29045	0	0	0	0	0	0	0	4.0018	0	94.9349	237.639	0	0	28.4181	93.6297	116.095	0	0	139.887	0	0	0	0	20.8233	0	0	0	0	0	0	0	0	0	0	0	0	0	93.2774	0	45.7763	39.4167	0	0	0	6.80428	150.726	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)"	0.582117	0	0	0.578075	11.8166	14.0769	0	0	0	0	0	0	0	0	0	7.78739	0	0	0	0	10.2038	12.8904	0	0	1.04883	6.7171	6.96474	0	7.60981	334.641	2.73006	0	0	95.3204	72.6377	0	0	136.517	0	0	9.08215	0	2.57666	27.2403	11.8135	2.46881	0	0	11.8764	0	0	0	0	0	0	0	0	0	25.7137	9.09935	0	0	0	0	139.042	0	0	0	0	0	0	4.80878	3.2763	2.99935	0	0	0	0
PWY0-41: allantoin degradation IV (anaerobic)	0	0	0	0.2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2194	0	0	0	0	0	0	0	4.05389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0681	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-42: 2-methylcitrate cycle I	0	0	0	0.204466	0	0	0	0	0	0	0	0	0	0	0	1.61797	0	0	0	0	0	0	0	0	0	0	0	0	1.87681	197.465	0	0	0	0	0	0	0	76.0693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281416	0	0	62.4154	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-461: L-lysine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.172	0	0	0	0	0	0	0	30.5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.4184	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-781: aspartate superpathway	14.1618	34.9398	0	15.1309	48.1674	81.4336	8.49464	0	0	0	9.76334	0	0	0	0	18.66	0	0	0	0	113.862	47.2952	8.56477	7.55686	7.08858	233.618	262.659	0	11.9716	187.286	12.6947	0	0	171.158	145.823	16.9256	0	269.658	5.21177	0	0	0	0	21.2371	43.8715	0	6.66697	49.6077	19.2674	0	0	15.1628	14.5877	0	34.9902	19.6249	34.7237	7.4236	173.467	129.503	13.5433	19.4238	0	0	192.366	0	0	0	0	0	0	14.1158	5.04916	5.16495	2.56584	4.81991	8.93637	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	78.0002	93.3863	88.0839	147.961	66.1291	34.2497	12.749	0	0	170.818	3.06238	19.613	145.642	83.1996	4.41244	4.89871	253.61	0	0	7.22257	135.969	155.261	77.964	248.246	9.62839	259.352	253.195	0	39.3948	233.568	0	0	20.2772	37.6022	36.8654	0	0	157.212	370.894	0	0	103.021	263.899	12.2537	0	260.222	217.579	11.1795	15.6983	125.405	109.604	2.00477	0	9.52889	2.49671	9.21437	21.7073	115.399	182.58	161.919	2.41869	25.9782	0	0	129.945	18.4351	37.1655	0	0	0.969591	0	0	0	9.02641	0	0	125.57	93.056
PWY0-862: (5Z)-dodecenoate biosynthesis I	66.1692	45.2116	27.2019	94.333	315.353	314.448	23.4857	80.8524	103.709	63.3262	79.9606	196.281	403.229	368.394	471.619	386.013	497.442	0	55.6248	153.035	290.354	377.28	11.1181	20.3292	2.73875	359.635	484.116	5.28456	190.32	229.272	3.38111	4.79627	110.721	155.952	148.137	26.636	26.6246	263.942	15.8361	45.3207	13.9121	0	41.0129	14.4865	11.5569	29.1342	2.15841	12.774	35.0203	0	99.1432	66.3689	37.5608	39.099	58.4873	78.2908	91.1601	108.078	387.365	330.12	39.8981	168.417	53.2811	118.985	367.395	335.557	277.413	259.785	31.0574	0	3.83356	16.1921	39.535	1.98311	0.934452	3.23389	71.4815	54.3229
PWY1G-0: mycothiol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8823	0	0	0	0	5.08514	1.79399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347067	0	0	0	0	0	0	0	0	0	0	0	0	0	9.24982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY1ZNC-1: assimilatory sulfate reduction IV	18.6694	31.0255	26.1443	8.15699	5.89456	0	52.6436	25.2366	17.5607	5.13606	13.8331	14.5726	19.5248	16.3248	28.8841	12.056	96.2532	0	123.715	94.5241	0	0	53.9876	13.1322	19.3224	12.8795	4.74524	166.825	4.67689	231.368	25.6013	0	5.74036	56.0162	79.6677	165.654	60.1648	90.6043	25.0044	61.8494	54.391	102.564	7.46379	20.7996	69.2825	17.0911	12.9174	110.706	59.7162	88.3134	7.13236	11.5146	24.8011	22.153	22.119	15.5664	12.3134	35.6141	8.2262	35.0729	45.9394	36.6544	69.7943	149.01	128.46	11.1725	8.78012	73.4143	95.1522	2.41276	19.9001	43.3992	19.5239	14.8256	12.9601	6.43282	18.1084	25.9278
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	4.68317	6.16376	0	1.44889	47.896	67.2254	0.816261	9.44799	4.05669	5.82811	14.2455	0	0	0	0	2.16984	0	0	0	0	134.34	130.908	24.435	7.54962	1.41302	16.1352	22.8038	7.5669	11.3921	60.9778	333.944	45.9307	0	0	16.3258	0	0	122.702	0	45.7337	100.391	84.7741	34.2742	322.382	274.926	6.50842	10.1616	88.7187	83.7268	0	13.2133	8.59622	9.22274	12.629	48.4218	0	51.7028	0	45.4312	0	0	0.607963	0	0	123.668	0	0	0	0	0	21.3984	36.8614	4.78092	0	1.00372	0	0	0
PWY490-3: nitrate reduction VI (assimilatory)	0	0.571827	0	2.11416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62802	0	0.973697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.880563	0	0.904724	0	0	0	0	2.16774	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	103.737	117.959	123.433	154.053	290.645	330.823	39.3265	113.269	36.0642	50.1725	125.132	49.4415	115.388	45.8419	3.74051	28.3321	280.936	0	8.8818	38.2647	345.659	392.321	160.982	232.396	97.7015	392.991	392.13	13.8284	102.394	395.064	482.633	96.9078	44.9589	165.803	126.989	43.749	193.946	400.864	276.973	148.702	156.885	216.748	222.662	632.361	297.662	214.792	141.065	111.505	57.3383	102.844	70.1822	109.25	212.538	37.2956	174.013	160.857	76.7093	24.7237	362.413	378.624	36.9138	37.5747	0	3.28863	269.9	6.49229	31.1806	281.642	0	187.411	193.425	143.725	42.8182	238.226	166.921	263.169	175.846	113.253
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	103.737	117.959	123.433	154.053	254.701	272.042	39.3265	113.269	36.0642	50.1725	125.132	49.4415	115.388	45.8419	3.74051	28.3321	280.936	0	8.8818	38.2647	334.416	381.208	160.982	232.396	97.7015	382.981	385.181	13.8284	102.394	395.064	482.633	96.9078	44.9589	165.803	126.989	43.749	193.946	400.864	276.973	148.702	156.885	216.748	222.662	632.361	297.662	214.792	141.065	111.505	57.3383	102.844	70.1822	109.25	212.538	37.2956	174.013	160.819	76.7093	24.7237	350.121	322.243	36.9138	37.5747	0	3.28863	269.9	6.49229	31.1806	281.642	0	187.411	193.425	143.725	42.8182	238.226	166.921	263.169	175.846	113.253
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	12.7504	8.75066	8.5178	38.555	0	17.9287	15.2665	10.5104	9.90341	26.0871	68.6049	0	1.47921	0	0	3.36207	7.28363	0	8.55168	5.29336	49.7607	19.5479	15.5268	7.92482	11.3366	34.5009	27.2416	0	55.2048	327.862	9.14753	6.43295	43.5232	167.944	112.957	14.8073	82.4484	98.6552	6.92242	7.73533	0	69.8728	0	7.3485	13.4582	6.60328	3.26248	5.93073	12.8245	0	13.0392	51.2441	45.2886	16.697	73.1345	69.6881	38.6005	29.276	18.4532	66.7149	4.98069	2.02726	0	0	174.694	0	0	0	0	0	3.66641	6.852	12.7281	9.437	6.6162	7.73197	9.69951	15.4651
PWY66-367: ketogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-388: ceramide degradation by &alpha;-oxidation	0	0	0	1.98787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6079	6.90227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.501
PWY66-389: phytol degradation	0	0	0	2.16713	14.0123	0	1.55427	0	0	2.32416	0	0	0	0	0	0	57.6853	0	0	0	22.938	31.4893	1.65054	0	1.53596	155.218	224.904	0	3.81244	160.511	0	0	9.7888	41.4881	82.331	0	0	0.0877653	0	0	0	0	20.2033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.5933	84.412	0	0	0	0	32.8991	0	0	0	0	0	0	0	0	0	0	0	0	2.68423
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	9.71621	10.2577	3.67546	31.0545	0	0	5.95524	18.0617	7.23914	0	10.3081	5.75216	3.69725	1.47554	0	0	1.10375	0	0	3.19421	0	0	6.54465	6.31423	2.00196	0	0	0	0	0	0	0	0	0	0	15.1025	0	4.63864	0	8.95039	15.3736	0	0	6.27637	16.7841	5.52097	7.04568	21.5506	14.5041	0	5.15235	12.983	9.49767	6.01147	17.4645	6.00661	5.38381	0	0	0	2.41227	3.03176	0	0	0	0	0	0	0	0	7.0869	6.17483	3.57299	1.45363	2.03905	2.38586	3.64773	18.0739
PWY66-399: gluconeogenesis III	135.315	123.46	81.7923	93.6429	254.678	227.472	57.6318	72.6815	59.816	50.6831	60.2811	71.6557	0	0	0	0	17.2567	0	0	106.533	289.226	312.634	43.2768	41.3374	61.931	287.853	231.864	9.91368	13.7204	10.5143	0	0	21.8802	26.6484	0	8.66666	36.6424	56.5976	23.1962	0	48.9598	0	0	0	29.0744	35.0416	19.445	7.01092	85.9915	49.7817	75.6518	40.7793	35.1588	36.0021	59.6753	34.8093	49.3176	67.9793	228.078	193.603	32.9295	45.5068	0	0	0	0	0	0	0	2.31808	66.6464	107.443	102.341	32.0644	36.633	31.5279	100.797	112.956
PWY66-409: superpathway of purine nucleotide salvage	79.5217	109.95	78.9745	51.9249	318.729	317.655	177.743	185.898	170.652	101.427	155.147	211.241	32.2016	18.2643	60.2214	56.1233	30.6869	0	133.168	147.237	380.796	315.773	130.827	8.39281	93.1775	91.3573	98.0105	192.328	63.028	272.652	564.913	155.267	27.9151	169.614	241.048	147.009	154.882	218.155	71.8415	176.832	298.698	183.061	128.526	752.889	421.237	77.7439	73.2223	201.845	157.631	86.8738	92.0612	143.353	198.884	104.768	261.983	166.364	82.9774	67.1731	103.7	115.748	198.772	69.3002	172.266	258.846	232.779	3.64347	0	0	0	27.0989	107.102	119.354	47.2243	104.527	105.944	39.6703	54.1482	95.4713
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	499.11	474.598	459.844	676.637	500.492	527.314	700.583	442.999	377.381	474.413	385.689	683.648	779.673	844.973	1038.98	861.918	877.756	1283.84	640.961	666.859	482.345	538.05	563.468	539.736	418.194	559.85	643.012	694.243	655.225	332.741	704.308	854.691	500.496	442.167	414.205	724.625	563.668	572.187	799.24	689.509	826.247	426.961	541.914	844.74	648.838	544.044	504.141	744.991	536.569	517.909	467.35	335.952	329.181	293.927	460.844	357.331	317.152	540.403	522.061	565.278	580.009	528.272	622.973	856.913	429.516	867.04	796.489	421.096	461.892	99.4093	299.687	408.927	409.243	346.822	338.929	229.394	506.086	498.341
PWY66-430: myristate biosynthesis (mitochondria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9133	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68831	6.65566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	6.42009	8.3372	0	2.01411	55.9929	72.1088	1.12898	12.9142	5.54277	7.93397	19.0312	0	0	0	0	2.76394	0	0	0	0	52.9641	90.8233	27.4766	9.05012	1.96988	21.6214	30.1367	9.9007	13.5863	77.4353	328.963	48.2675	0	0	21.8193	0	0	123.582	0	48.3505	110.495	46.9377	34.0404	144.677	238.114	8.49	13.2058	92.631	88.2807	0	17.1594	11.6953	12.5361	16.5107	57.8049	0	56.9001	0	56.1439	0	0	0.849279	0	0	124.57	0	0	0	0	0	28.0037	46.0405	6.57501	0	1.40112	0	0	0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	312.267	334.727	295.109	375.868	139.522	135.773	453.862	251.746	303.033	319.547	306.393	352.196	530.608	597.167	641.868	577.543	457.343	31.5192	412.883	437.125	112.708	179.824	308.969	316.276	288.443	163.883	266.912	448.608	458.736	263.976	306.721	868.247	326.414	220.422	273.747	422.125	332.527	322.189	458.396	350.526	312.375	308.286	375.786	116.061	304.436	345.85	315.356	361.991	304.35	282.819	395.983	227.084	296.684	191.993	349.794	337.048	180.618	359.066	203.761	182.7	288.013	332.828	440.342	689.315	272.751	484.272	531.729	275.856	300.647	400.786	245.65	247.422	228.139	293.569	282.536	308.213	326.32	280.18
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	60.661	72.2179	68.8281	130.047	37.5378	17.8396	10.0019	0	0	130.521	1.97478	15.7714	122.54	68.0726	3.53242	14.4653	177.163	0	0	5.80781	90.4333	104.56	56.7225	233.97	7.46277	251.22	334.276	0	31.0796	178.788	0	0	16.1617	68.407	45.4744	0	0	119.023	334.238	0	0	68.8429	251.672	6.73757	0	237.882	169.655	5.32574	9.88638	95.3948	90.5888	1.47681	0	6.40786	1.10612	7.06527	16.7593	97.1191	142.619	126.049	1.95569	20.914	0	0	170.466	14.5194	28.4512	0	0	0.787362	0	2.06597	2.87315	7.24898	0	0	105.656	69.8737
REDCITCYC: TCA cycle VI (Helicobacter)	0	0.792786	0.93186	8.34613	31.0329	24.0557	2.92382	0	0	1.42247	0	0	0	0	0	1.01837	2.91632	0	0	0	45.0861	18.2794	0	0	0	23.1515	16.1392	0	4.18862	64.3387	0	0	6.35954	44.6583	41.0686	0	0	31.0175	0	0	0	0	0	0	0	0	0	1.54611	0	0	0	0	0	0	0	0	0	0	0	15.0415	0	0	0	0	47.221	0	0	0	0	0	0	0	3.31878	0	0	0	0	0.898133
RHAMCAT-PWY: L-rhamnose degradation I	158.72	180.42	201.547	198.973	11.1214	13.684	116.294	76.3663	72.159	190.296	55.7282	120.604	489.622	546.89	478.966	532.351	318.74	0	98.5303	167.819	24.194	21.996	131.619	165.839	166.648	6.83761	6.56813	44.7164	321.396	246.197	31.9169	0	300.369	128.667	96.6726	53.6747	123.75	173.012	198.213	38.5488	131.861	83.5985	292.569	34.3147	68.5496	194.346	228.709	51.7436	121.007	124.268	144.369	49.8326	50.8088	56.5869	66.6463	52.1433	47.5506	159.063	0	22.2727	75.3909	160.338	97.0112	87.7909	274.903	458.315	471.298	59.639	48.3716	270.518	143.864	101.112	120.996	150.247	164.408	174.488	215.062	173.078
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	377.646	412.487	490.457	444.496	378.076	427.606	432.817	156.542	105.286	275.908	172.062	400.168	487.666	600.598	611.113	577.353	531.205	454.98	387.588	400.714	324.545	394.009	483.669	395.063	323.076	481.281	499.186	512.443	475.066	148.116	390.606	54.482	410.836	237.795	199.919	426.587	332.169	283.079	438.98	440.04	343.657	268.437	350.647	88.8846	271.799	390.885	350.189	347.474	338.686	366.473	309.598	109.314	183.441	103.55	179.002	185.167	134.77	324.631	319.724	407.953	389.289	440.216	391.95	547.916	288.892	518.284	572.49	334.611	365.356	185.939	287.146	256.395	225.831	280.378	316.034	277.982	413.238	398.889
RUMP-PWY: formaldehyde oxidation I	27.8214	47.8142	32.3613	5.5187	0	0	49.9363	44.7135	34.0774	4.14423	26.5028	21.2625	35.0283	38.7913	77.4762	32.6884	13.2528	0	97.5383	106.537	0	0	34.175	11.5741	10.5438	0	0	13.4926	8.53068	0	10.9564	0	0	48.4812	10.5401	27.79	37.2461	116.098	47.0421	25.7337	34.4215	0	17.1548	22.3119	24.2815	22.0006	11.6684	39.0753	51.8424	40.8149	5.98878	32.8162	47.4092	41.2489	55.5262	40.7356	26.3759	0	0	0	42.2881	23.903	55.8997	107.786	3.84539	5.38688	17.3487	0	0	2.55623	7.75819	16.4985	28.6792	8.22805	9.24462	4.08984	28.8136	34.3126
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	92.221	95.6522	74.6282	94.8498	15.1789	13.9886	122.329	80.9443	73.5925	21.0956	61.4512	89.8813	56.6319	42.7736	78.5284	41.0436	19.4931	0	97.4944	171.102	12.6499	99.0336	171.911	80.9898	95.2651	83.2097	25.5514	84.3017	20.6537	573.299	62.6327	10.3473	3.9122	71.278	128.418	257.77	86.6981	466.84	81.7203	174.946	170.263	166.123	32.8927	58.986	155.549	50.9993	29.7378	133.677	73.4146	114.015	23.1443	71.1227	74.6706	45.1264	132.715	62.1563	35.4101	33.0678	15.9564	5.14057	98.9871	74.0391	117.264	652.015	361.256	40.3113	11.3726	0	110.584	19.6641	79.8798	102.391	77.4073	60.7978	92.0807	48.6797	83.96	85.756
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	346.547	339.398	302.067	348.069	248.468	229.937	563.954	393.269	557.657	362.537	466.539	323.15	464.137	518.857	648.014	534.71	434.697	0	498.879	442.141	299.997	243.623	312.149	302.276	275.453	353.286	450.249	513.206	377.871	300.259	396.651	84.6298	282.245	292.309	358.576	451.265	362.535	404.876	489.122	382.265	532.14	300.793	341.286	655.942	452.601	318.474	269.149	427.45	364.694	272.497	434.739	356.355	306.045	300.478	508.241	412.997	266.372	320.685	283.536	238.642	327.015	282.646	428.903	705.185	294.169	490.175	498.353	163.448	348.22	53.8157	189.773	297.141	316.967	176.362	212.365	125.172	336.219	299.956
SO4ASSIM-PWY: assimilatory sulfate reduction I	5.90812	4.49018	6.05607	2.90892	21.9843	0	52.6436	36.1931	4.91635	5.13606	7.55722	0	0	2.54171	0	10.8035	220.559	0	0	0	25.7633	65.7087	5.02091	1.8001	0.710509	90.6983	233.291	0	8.57897	362.326	14.9603	0	19.9557	145.492	175.721	3.96613	0	143.449	0	0	0	0	19.1272	1.83593	0	3.19871	1.13915	3.33487	0	0	7.13236	4.06135	3.6362	2.56154	9.78447	5.69835	23.439	35.6141	123.337	70.6325	2.82869	0	0	24.3622	283.415	0	0	215.545	0	0	1.48114	3.2713	0	0	0	0.776217	7.79785	3.17132
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	13.0403	9.94942	13.3178	6.46349	43.7267	0	104.588	72.3146	10.9157	11.3545	16.6193	0	0	5.53952	0	22.9799	285.853	0	0	0	50.9243	110.66	11.0972	4.00918	1.59373	147.524	250.635	0	17.8648	344.761	32.0116	0	36.833	202.137	234.722	8.82823	0	220.615	0	0	0	0	39.0091	4.11492	0	7.06941	2.54588	7.42468	0	0	15.6836	8.98822	8.05482	5.70581	21.4256	12.5574	46.9254	70.4713	165.035	110.812	6.2969	0	0	50.8838	226.529	0	0	126.685	0	0	3.30088	7.25353	0	0	0	1.73184	17.0786	7.05347
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0	0	0	7.89478	0	0	0	0	0	0	0	0	0	0	0	6.65217	0	0	0	0	0	0	0	0	0	16.8956	19.483	0	8.94958	297.513	0	0	10.7756	111.813	64.0871	0	0	177.735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.98	0	0	0	0	0	0	0	0	0	0	0	0	0
TCA: TCA cycle I (prokaryotic)	0	0	2.08279	18.59	38.8104	27.5527	0	0	0	0	0	0	0	0	0	7.25452	0	0	0	0	18.9069	45.5313	0	0	0	26.4444	17.3118	0	14.0502	277.747	0	0	33.0379	117.263	72.4131	0	0	184.917	0	0	0	0	5.81483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.403	0	0	0	0	0	0	0	7.30988	0	0	0	0	1.83967
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	226.306	260.312	246.088	341.166	59.3553	62.1168	103.99	45.2114	1.73041	218.908	107.686	209.732	178.702	60.7941	34.3597	140.674	278.615	0	36.0435	164.829	60.2788	0	234.749	313.071	245.978	41.1961	124.11	15.9719	121.839	218.587	93.5593	7.6402	94.8623	107.295	122.73	28.928	231.11	267.79	439.711	153.078	58.8257	220.964	249.879	96.9311	183.081	318.735	246.661	21.7948	98.6795	200.261	287.918	69.2924	154.543	26.1595	104.338	210.907	130.994	198.894	64.6669	0	57.6951	241.274	43.4156	84.347	225.825	120.889	69.8341	0	0	150.291	230.172	208.671	144.637	274.511	271.579	224.255	285.322	210.659
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	248.499	287.756	340.246	264.318	251.56	232.809	312.91	130.612	187.732	135.037	173.786	316.229	69.0781	18.2273	9.59798	49.6748	243.209	0	90.3995	163.02	233.098	213.75	368.089	290.426	224.987	202.802	194.266	382.366	55.5498	28.1605	363.884	58.9858	38.8382	195.207	162.984	151.366	174.761	200.837	395.174	211.422	145.519	196.599	168.332	135.722	303.024	271.624	170.088	256.189	160.087	174.058	188.993	119.592	82.4911	84.6783	174.161	140.496	133.757	144.898	189.901	235.502	432.471	364.092	237.72	40.7973	101.741	42.3243	22.334	123.283	122.345	68.2218	168.519	163.128	202.919	169.535	192.851	139.192	293.201	234.094
THREOCAT-PWY: superpathway of L-threonine metabolism	0	0	0	2.13802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89453	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis	406.939	356.065	346.173	453.652	541.931	532.447	355.504	400.156	593.636	404.917	471.752	446.467	562.369	608.18	722.962	608.84	612.333	0	496.555	477.512	478.683	533.501	355.414	351.668	325.799	530.725	553.871	473.352	479.269	348.432	578.287	1000.22	396.427	353.438	381.669	426.904	414.425	439.912	555.752	390.714	504.861	387.773	387.281	812.733	504.056	393.924	369.274	485.909	381.957	360.808	425.971	328.658	312.537	304.638	485.853	399.032	242.233	352.414	387.864	478.775	410.805	402.89	421.28	571.259	393.474	560.741	597.671	264.013	520.981	101.444	275.129	295.549	350.755	294.425	271.835	226.715	362.048	364.693
TRNA-CHARGING-PWY: tRNA charging	681.741	669.624	670.168	657.129	662.666	717.725	623.829	524.406	595.956	461.023	574.159	563.815	560.083	615.798	773.185	635.858	645.262	69.1397	641.124	574.74	645.181	641.922	591.489	479.443	646.985	711.525	662.713	587.732	518.154	381.389	667.475	785.845	455.785	455.447	572.302	573.974	574.069	483.088	627.883	550.436	677.062	436.498	437.837	811.087	587.887	456.715	405.363	632.154	512.564	496.793	532.218	395.149	448.473	362.832	585.901	529.202	393.517	530.474	499.722	673.575	641.457	588.181	627.716	704.357	390.379	600.132	604.586	939.737	587.577	676.629	589.831	655.448	744.644	606.242	604.669	583.609	631.063	723.295
