Pathway	O1_E_1cm	O1_E_5cm	O1_K_1	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O1_S_1	O1_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O1_Tg_F_Th	O2_E_1cm	O2_E_5cm	O2_K_1	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	O2_S_1	O2_S_3	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	O2_Tg_TR	Y1_E_1cm	Y1_E_5cm	Y1_K_1	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y1_S_1	Y1_S_3	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y1_Th_TG_f	Y2_E_1cm	Y2_E_5cm	Y2_K_1	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm	Y2_S_1	Y2_S_3	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	Y2_Tg_TR
PWY0-1296: purine ribonucleosides degradation	0	0	0	237.934	226.929	375.091	239.762	199.213	242.709	230.559	227.607	56.1072	89.6918	33.2605	58.2619	68.7676	59.4425	139.617	59.5724	161.53	202.901	251.7	283.801	248.666	209.616	241.601	397.894	394.132	129.619	113.347	339.002	214.098	173.106	267.053	37.4003	65.7016	0	465.847	317.421	345.376	299.254	331.175	298.253	324.873	319.258	418.232	0	194.473	49.883	0	47.0553	118.891	0	142.412	251.465	244.471	256.611	281.5	242.405	235.149	255.633	543.487	596.147	306.447	396.246	500.096	62.1808	157.236	499.815	47.7477
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0	0	0	32.7677	51.3866	28.3072	44.3457	41.9894	40.1133	46.7879	81.9479	46.6837	50.0255	22.7682	22.1957	25.9285	36.0777	85.8027	51.7368	0	38.3397	15.888	15.2584	17.0693	20.7449	20.6155	31.3784	49.6897	20.1648	30.9048	0	44.9362	0	88.412	0	19.4341	0	35.7585	53.0536	14.1773	45.4966	37.75	44.7572	18.8029	96.525	113.623	0	12.5744	0	0	46.864	0	0	0	39.6133	58.8769	28.9134	53.1526	57.2112	49.0429	55.0914	97.0898	125.875	62.9453	69.242	42.5196	0	21.5135	96.2901	39.8162
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0	0	0	13.9619	11.7653	10.8352	10.9145	9.37228	10.4821	11.1503	76.4658	0	0	0	0	0	0	67.31	63.5345	0	0	20.6582	19.3277	13.6524	16.7343	23.6444	23.4308	35.1742	42.3683	34.8038	100.471	42.3879	0	103.155	0	0	0	16.81	7.11446	5.68329	9.42866	10.2865	10.291	8.96568	86.2802	103.357	0	0	0	0	0	0	0	0	14.1824	10.9547	17.1537	19.0108	20.4199	17.0047	20.5438	84.1337	108.91	33.4121	12.3148	0	0	0	33.5408	37.0585
PWY0-1319: CDP-diacylglycerol biosynthesis II	0	0	33.8464	308.082	422.429	241.032	382.734	392.976	334.984	353.754	454.209	0	245.563	154.899	305.777	280.832	259.854	501.3	83.408	39.7822	79.3163	234.117	302.654	199.876	206.914	203.965	171.43	176.795	445.377	335.575	183.751	137.482	101.511	321.478	141.27	151.699	0	192.059	128.075	299.479	121.336	150.711	154.972	154.057	278.453	411.515	0	256.381	0	0	52.4918	46.2555	0	45.2682	169.984	153.292	189.507	187.752	167.346	168.117	192.85	430.531	465.53	210.147	317.677	319.056	257.574	207.786	310.572	166.139
PWY0-1337: oleate &beta;-oxidation	0	0	0	0	0	0	0	0	0	0.224227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73197	1.56906	1.60014	2.51121	2.18831	2.86538	3.36987	0	1.56003	0	0	0	0	0	0	0
PWY0-1338: polymyxin resistance	0	0	0	0	0	0	0	0	0	0.191728	0	0	0	0	0	0	0	0	0	0	0	0	0.381083	0.112504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91311	1.34026	1.45873	2.34468	2.137	1.97117	3.39172	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0	0	0	0	0	0	0.436165	0	0.90438	0.919859	5.40965	0	0	0	0	0	0	2.83821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0204	0	0	0	0	0	0	0	0	2.79208	2.26885	2.8313	4.08731	3.46677	1.87787	5.37111	23.2369	17.37	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization	0	0	0	12.4214	12.3182	8.43589	16.0067	10.3496	15.6855	13.392	143.841	75.9469	0	66.8417	0	0	0	235.959	118.627	0	0	12.2521	10.2284	12.8756	10.3554	15.1251	26.8571	32.8386	80.8332	67.7834	0	13.6692	0	95.542	120.421	110.565	100.304	17.4309	34.7374	5.54568	32.0029	32.0572	35.6226	53.4306	130.773	141.889	0	5.99813	0	0	52.358	31.9806	0	0	18.6399	17.9858	10.929	24.0093	24.6109	19.583	28.9805	70.0253	92.7036	12.5477	8.89995	16.2779	0	11.953	19.1665	72.0698
PWY0-1479: tRNA processing	0	0	0	131.282	140.32	114.858	160.602	120.186	139.832	133.057	232.288	0	0	122.97	51.2546	95.6341	129.86	231.502	115.961	63.2108	0	87.0672	108.722	50.8062	96.1957	45.2159	29.6426	30.4556	287.778	159.345	69.8495	123.059	28.2002	134.326	123.08	145.234	153.676	42.8843	69.5933	66.3544	79.7686	72.1156	81.5546	49.8179	106.671	319.402	0	44.6302	0	0	61.8224	0	0	0	77.8686	98.1216	70.6248	100.343	112.366	104.216	124.197	230.641	244.921	51.9697	29.7932	34.7472	0	0	92.9417	156.143
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0	0	0	354.222	425.067	222.609	405.025	419.924	385.861	417.333	524.147	0	281.95	236.249	250.068	261.269	247.492	525.603	246.885	0	49.3109	253.095	280.795	172.986	247.847	200.06	141.501	124.993	573.351	354.761	235.149	268.306	146.486	426.941	197.545	307.181	270.397	72.3865	119.905	264.184	125.987	109.148	126.769	87.3145	404.712	917.986	0	283.089	0	0	58.6953	81.0469	0	21.8186	197.971	184.374	238.332	206.508	187.441	185.738	216.452	655.226	695.358	384.287	481.879	510.114	258.055	247.501	528.709	306.361
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0	0	101.224	376.916	399.004	329.621	354.241	346.391	301.016	327.382	325.737	50.0518	248.706	210.704	94.498	309.586	251.485	309.667	67.7223	87.6536	82.3238	153.448	290.321	155.398	182.06	142.79	183.629	193.395	363.404	253.104	97.7433	149.99	135.733	188.359	94.0562	177.692	133.559	184.244	185.556	190.092	170.766	186.939	173.745	178.654	182.352	353.973	0	153.561	0	0	0	115.32	0	86.9368	159.127	167.183	140.567	174.82	182.606	206.637	208.714	344.855	348.682	208.057	236.469	61.5489	116.901	225.045	198.072	181.234
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0	0	0	0.959501	1.15437	0.564806	1.85883	1.98691	1.07111	1.87084	8.04075	0	0	50.4772	0	0	0	3.53173	0	0	0	0.717508	2.24818	1.12286	0.648075	0.546829	0	0	49.7881	7.83046	0	0	0	23.8083	0	46.7323	0	0	0	1.32041	0	0	1.0131	0	18.0635	88.1632	0	7.72884	0	0	0	0	0	0	7.87452	5.83996	22.8243	21.4642	8.63936	14.9276	23.5882	160.371	192.908	69.6017	116.994	125.463	0	59.368	135.857	0
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)"	0	0	0	8.28431	7.72665	13.528	6.52795	2.3293	4.38918	3.34282	12.7732	0	0	9.48817	0	0	0	8.63353	0	0	0	1.72569	6.71278	2.11988	3.13164	4.74398	1.53603	0.895793	19.0914	12.8939	0	8.6665	0	6.9453	0	0	0	1.09145	1.02056	8.01433	1.77203	1.14969	0.684164	0.511836	23.4601	86.5693	0	3.78008	0	0	0	0	0	0	6.62404	4.90922	16.5818	9.30667	6.04721	5.61141	7.17949	22.5389	32.7095	0	0	0	0	0	0	22.248
PWY0-41: allantoin degradation IV (anaerobic)	0	0	0	0	0	0	0	0	0	0.0447212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-42: 2-methylcitrate cycle I	0	0	0	0	0	0	0	0	0.60388	0.524702	5.30329	0	0	0	0	0	0	0	0	0	0	0	0	0.234907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.560041	0	0	0	0	0	1.24691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-781: aspartate superpathway	0	0	0	1.29269	1.33101	2.70743	1.79568	0	1.02236	6.33681	127.116	0	0	51.9783	0	0	0	135.985	88.2589	0	0	2.94705	11.1315	2.52375	2.10979	1.41408	1.63363	2.48176	135.794	74.6216	0	0	0	22.3722	0	0	0	0	0	5.3541	0	0	1.39102	0	43.7445	71.2212	0	0	0	0	0	0	0	0	11.5768	10.2383	11.9143	15.9228	16.3456	16.8183	22.1709	61.3118	99.3779	0	0	0	0	0	0	0
PWY0-845: superpathway of pyridoxal 5-phosphate biosynthesis and salvage	0	0	0	111.131	102.799	78.7684	126.449	114.029	113.062	122.386	154.389	0	23.6482	70.2958	27.6779	19.3257	27.5317	155.305	0	0	0	65.0517	98.8656	29.6265	72.3558	26.6312	11.8193	7.6764	190.876	140.251	0	68.7181	29.8588	128.899	0	154.512	0	33.4083	56.746	93.9507	55.8537	52.4162	63.4928	30.6844	86.5025	154.81	0	109.834	0	0	0	0	0	0	63.607	73.5569	56.9181	83.0008	88.3432	88.7289	95.6077	184.674	189.188	123.209	136.772	72.0966	30.9493	50.9533	121.178	89.7021
PWY0-862: (5Z)-dodecenoate biosynthesis I	0	0	0	240.455	241.763	147.346	245.475	259.974	224.788	249.52	283.233	40.7478	87.2669	111.154	88.4416	99.781	114.918	345.434	177.562	0	0	64.1532	118.202	28.7566	89.9365	26.0499	12.0198	10.047	358.937	216.967	53.197	144.331	69.2563	270.822	159.397	238.848	163.151	29.277	48.6324	122.789	46.5533	43.744	57.2727	25.4002	194.294	449.649	0	157.248	41.3905	0	85.0435	92.9135	0	0	81.718	92.8959	81.1947	98.975	104.381	108.438	116.741	264.55	260.8	150.649	145.979	71.0013	69.3298	97.2474	155.252	290.867
PWY1G-0: mycothiol biosynthesis	0	0	0	0.337193	0.561607	0	0.460075	0	0.669698	0.282164	19.0706	0	0	0	0	0	11.5795	1.61358	0	0	0	0	0.0740562	0.268385	0	0	0.266553	0.299606	0	0	0	8.85183	12.6365	9.04572	0	0	0	1.34327	0	0.777664	0.269509	0	1.20518	0	0	1.81644	0	0	0	0	0	0	0	0	0	0.389346	0	0.241281	0.905913	0	1.01006	3.70307	1.0941	0	0	0	0	0	0	0
PWY1ZNC-1: assimilatory sulfate reduction IV	0	0	0	38.5539	32.949	31.27	34.843	36.484	45.391	43.4865	13.5004	0	14.7275	27.1081	0	0	16.6025	11.1945	0	0	0	44.1878	46.4738	36.8856	38.9207	38.5434	15.935	13.299	23.7341	6.212	16.3998	31.1768	21.3802	9.07474	0	38.3088	0	8.78555	11.8052	63.2797	12.8217	15.9506	16.8207	11.0979	1.78306	7.5122	0	56.655	0	0	0	0	0	0	45.7507	41.2564	35.0297	49.8907	44.6766	49.7832	53.483	21.2379	20.9305	54.605	14.9188	20.999	0	21.5479	30.834	0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0	0	0	5.93882	2.5481	1.76779	2.14154	2.2984	2.64694	2.56877	35.3325	0	0	0	0	0	0	34.519	0	0	0	3.56887	6.69783	2.9125	2.8216	5.82679	3.41124	2.2805	19.7135	37.1462	69.3501	47.633	0	94.2228	0	0	0	0	0	0.478211	0	0	0	0	72.3773	86.5123	0	0	0	0	0	0	0	0	3.30385	4.089	5.19404	2.55242	1.79131	3.66632	2.95333	76.2229	85.2899	99.7814	57.2758	83.0932	0	0	65.8764	0
PWY490-3: nitrate reduction VI (assimilatory)	0	0	0	1.37029	1.34723	1.70538	1.84022	0.718902	0.747639	0.958552	3.1787	47.7303	0	0	0	0	0	0	0	0	0	0.292946	0.534031	0.738227	0.587959	0.667388	0	0	2.80589	4.20378	0	0	0	0	0	0	0	0	0	2.37573	0.733547	0	0.474382	0.387074	2.8658	0	0	1.97969	0	0	0	0	0	0	1.55234	0.878043	3.45979	1.5059	1.02042	1.00898	2.20519	3.98952	3.07532	0	0	0	0	0	0	0
PWY4FS-5: superpathway of phosphatidylcholine biosynthesis	0	0	0	0	0	0	0	0	0	0	1.39854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0	0	0	276.692	285.945	162.444	262.756	288.547	235.815	242.133	255.828	0	140.87	107.297	138.309	121.328	129.086	282.749	60.2926	0	61.8546	130.64	206.437	100.855	129.966	84.3905	45.038	58.2707	281.596	180.214	55.8688	121.936	70.1566	171.983	101.997	122.304	0	42.1457	49.9988	211.709	57.4282	56.0164	65.3496	45.4313	170.343	360.289	0	209.555	0	0	66.0726	42.4288	0	0	99.3559	95.5413	124.657	110.373	105.979	108.728	129.28	328.463	331.573	195.888	200.194	196.319	68.0449	72.7942	263.823	167.303
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0	0	0	276.692	285.945	162.444	262.756	288.547	235.815	242.133	254.811	0	140.87	107.297	138.309	121.328	129.086	282.247	60.2926	0	61.8546	130.64	206.437	100.855	129.966	84.3905	45.038	58.2707	280.257	179.331	55.5981	120.705	67.1776	169.958	101.997	122.304	0	42.1457	49.9988	211.7	57.4282	56.0164	65.3496	45.4313	168.653	354.535	0	209.555	0	0	66.0726	42.4288	0	0	99.3559	95.5203	124.657	110.373	105.979	108.72	129.28	323.57	325.835	189.062	200.194	196.319	68.0449	72.7942	261.165	167.303
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0	0	0	6.85978	4.2748	4.82413	6.06526	5.96442	5.61319	5.68635	67.9751	0	0	0	0	0	0	42.8023	0	0	0	6.81686	8.02785	9.11562	6.03863	11.3692	20.3382	28.3993	3.62628	15.5077	0	13.6543	0	47.2005	0	0	0	1.18606	2.09378	1.57231	1.64903	0.798053	0.97443	0.725842	42.2506	22.1345	0	0	0	0	0	0	0	0	10.0728	8.58927	16.9108	14.3313	12.5013	9.92655	14.1409	42.03	33.3782	26.1968	17.2944	36.1175	0	0	34.4414	0
PWY5F9-12: biphenyl degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431818	0	0	0	0	0	0	0	0	0
PWY66-367: ketogenesis	0	0	0	0.467384	0	0	0	0.189234	0	0.492243	0	0	0	0	0	0	0	5.45283	55.945	0	0	0	0	0	0	0	0	0.328956	4.30651	9.27376	0	0	0	7.33644	0	26.5508	57.193	0	0	0.725662	0	0	0	0	0	2.86305	0	0	0	0	0	0	0	0	0.690854	0.588317	1.15702	0.817619	1.46736	0.781983	1.01772	2.51316	2.38693	0	0	0	0	0	0	0
PWY66-388: ceramide degradation by &alpha;-oxidation	0	0	0	0	0	0	0	0	0	0	4.07621	0	0	0	0	0	0	0	0	0	0	0	0	0.194727	0	0	0	0	2.21991	2.33075	0	0	0	3.19443	0	0	0	0	0	0	0	0	0	0	0	0.391672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24587	0.551996	0	0	0	0	0	0	0
PWY66-389: phytol degradation	0	0	0	4.12918	3.51199	2.11862	3.71588	4.54307	3.42683	3.76631	70.4555	0	0	25.7497	0	0	0	17.4674	0	0	0	0.335787	0.633722	0.958731	0.848284	0.945864	0	0.409433	9.80465	7.25244	0	0.635446	0	3.66885	0	0	0	1.81302	7.06707	15.1094	8.00449	5.55123	6.58771	6.4889	0	18.4886	0	16.4842	0	0	0	0	0	0	5.10507	4.55208	6.46921	5.01184	3.88166	4.74868	5.8778	16.4852	18.4474	0	24.5373	19.9365	0	0	12.5802	0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0	0	0	0.553495	0	0	0	0.759989	0	0.3907	18.4636	0	0	0	0	0	0	0	0	0	0	1.18812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21475	0	0	0	0	0	0	0	0	0	0	0	0.445674	0.317039	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-399: gluconeogenesis III	0	0	0	80.3314	82.2873	111.131	94.2302	67.9531	83.4203	79.673	144.641	0	38.5108	0	0	64.6807	0	116.602	0	0	50.0753	93.2736	88.4359	86.766	85.6774	98.6025	110.735	107.939	51.0549	110.604	0	84.3111	58.1114	162.14	79.6497	83.0621	62.6085	168.511	152.929	119.658	149.967	143.002	140.317	142.87	132.931	136.022	0	59.7993	0	0	0	116.283	0	0	117.695	108.883	91.9861	124.74	120.679	130.993	113.836	39.0612	47.5282	81.998	0	97.9749	0	0	102.6	0
PWY66-409: superpathway of purine nucleotide salvage	0	0	0	82.3769	121.189	72.4723	104.723	100.752	93.7728	108.057	183.811	0	117.48	77.062	50.1346	72.1912	97.1007	188.219	0	0	0	41.4075	40.5156	44.5745	53.5871	53.0053	71.5604	60.2507	56.5992	84.4422	0	99.7833	0	108.468	0	0	0	84.294	109.771	36.6336	96.718	85.9309	95.9063	46.931	176.418	161.317	0	31.6828	0	0	0	0	0	0	92.5358	124.676	71.6914	116.755	122.842	110.343	117.152	137.469	154.315	131.703	146.351	101.897	0	0	170.396	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0	68.7983	48.254	446.695	507.197	341.104	460.534	488.441	413.217	434.681	447.215	58.6675	288.77	240.356	288.416	353.839	340.391	477.334	207.8	59.2305	75.285	244.597	353.089	209.515	257.603	239.298	144.819	194.966	495.535	327.633	196.566	218.36	124.118	355.609	208.426	189.342	82.6397	271.471	355.059	320.132	374.315	387.312	376.355	448.598	289.697	428.98	0	286.884	0	0	87.338	203.319	0	39.5208	273.611	275.744	248.844	289.693	305.347	320.072	273.002	446.711	516.105	318.631	359.023	354.914	281.514	238.421	342.257	201.604
PWY66-430: myristate biosynthesis (mitochondria)	0	0	0	0	0	0	0	0	0	0	140.193	0	0	0	0	0	0	78.6953	0	0	0	1.51387	0.641317	0	0	0	0	0	68.7682	32.4598	0	0	0	6.62071	0	0	0	0	0	1.65746	0	0	0	0	0	0	0	5.57216	0	0	0	0	0	0	5.04967	3.63383	3.56336	4.62898	7.88346	10.4357	5.36441	50.2036	53.4319	0	0	0	0	0	0	98.62
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0	0	0	8.03683	3.51307	2.44215	2.95917	3.17839	3.64586	3.54578	37.1012	0	0	0	0	0	0	35.8871	0	0	0	4.90045	9.07275	3.9886	3.88192	7.83808	4.63789	3.11227	25.2993	42.0671	46.3094	48.1872	0	65.5961	0	0	0	0	0	0.666987	0	0	0	0	68.8631	101.49	0	0	0	0	0	0	0	0	4.50017	5.55514	7.04471	3.51321	2.47435	4.98377	4.05372	76.4146	74.9477	116.039	71.5757	103.361	0	0	81.1298	0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0	0	64.6631	311.393	321.785	254.876	305.891	318.821	302.558	315.382	189.556	0	200.397	131.17	191.964	200.918	211.316	257.982	131.537	47.6056	70.5839	277.378	278.763	240.578	275.453	244.745	199.752	181.196	80.707	125.786	88.3988	109.12	120.36	194.967	0	0	138.473	205.486	225.299	296.236	226.461	226.493	238.919	274.345	143.044	15.5114	0	282.53	0	0	27.6906	24.0481	0	57.441	234.534	211.583	250.266	218.846	198.017	214.145	219.829	27.9627	33.5824	174.984	162.224	85.1958	158.901	164.181	146.026	0
PYRIDOXSYN-PWY: pyridoxal 5-phosphate biosynthesis I	0	0	0	287.986	383.368	144.656	346.653	353.726	293.71	316.149	239.896	0	236.503	119.164	229.823	278.986	274.584	263.623	0	0	0	60.3133	115.655	26.3277	79.5964	22.7386	9.68782	6.28593	232.018	157.865	0	46.9316	33.7319	114.526	0	119.874	0	27.8188	49.4574	106.278	48.63	45.6615	54.7208	25.4674	54.7324	93.2713	0	158.989	0	0	0	0	0	0	67.6719	79.4874	60.4168	80.5497	92.6019	96.0734	99.1117	133.738	136.366	130.094	139.357	45.4565	230.163	183.212	95.5577	78.3576
REDCITCYC: TCA cycle VI (Helicobacter)	0	0	0	21.4487	20.4899	22.1206	24.19	23.8508	23.1304	19.7158	102.286	0	0	11.0346	0	0	0	47.3028	0	0	0	15.7425	40.9244	23.9156	18.1164	20.111	14.4805	28.2547	50.1696	39.8633	0	19.6557	0	42.5507	0	0	0	19.676	11.4625	30.6417	10.2484	22.6798	18.5985	16.3448	35.591	9.15239	0	20.7239	0	0	0	0	0	0	17.5298	17.7393	17.4412	21.7441	21.9023	18.1527	17.33	3.44713	15.7402	0	0	0	0	0	8.56039	0
RHAMCAT-PWY: L-rhamnose degradation I	0	0	59.9324	65.2718	48.441	44.5115	55.1366	62.7112	70.6033	69.6792	3.42952	0	38.6989	0	27.5891	23.5134	57.7473	2.72373	0	0	0	154.45	109.92	131.426	143.516	128.767	36.8064	24.9085	14.6582	9.86776	45.8028	63.1188	67.1042	10.6414	0	0	0	20.2089	38.0875	119.201	43.475	45.2965	44.2214	37.1479	19.7534	28.814	0	138.019	0	0	0	0	0	0	147.59	110.206	177.843	123.569	82.411	114.525	107.181	19.9933	27.6902	19.29	18.2627	27.102	30.8145	34.7182	20.7227	0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0	0	0	184.39	177.718	158.704	183.899	178.477	168.804	178.604	356.511	0	57.6118	186.456	115.383	104.735	94.6959	422.557	173.629	0	65.4439	174.87	194.715	143.492	160.681	141.328	100.407	103.527	261.858	244.506	85.192	70.3793	113.357	308.604	0	143.374	110.596	123.835	104.907	216.911	94.4025	91.9459	137.251	65.7168	253.304	292.491	0	174.316	0	0	0	71.2755	0	0	116.289	119.958	151.996	125.57	116.672	115.686	125.973	246.029	266.79	233.072	307.412	296.212	0	106.23	324.2	107.361
RUMP-PWY: formaldehyde oxidation I	0	0	0	1.61788	1.62746	0	1.7576	0.813855	0.834356	1.91805	5.8881	0	0	0	0	0	0	0	0	0	0	1.33996	2.07979	0.756688	1.16066	2.17769	1.47718	1.45656	0	3.61386	0	0	0	0	0	0	0	0.998888	0.979245	1.78689	1.11914	0.466922	1.58824	1.50555	0	0	0	0	0	0	0	0	0	0	1.02956	0.770449	1.03646	1.56846	1.48483	1.62102	0.706946	11.1421	19.9364	0	0	0	0	0	0	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0	0	0	26.7242	24.3195	19.45	26.6063	22.1525	25.665	26.1009	9.00262	0	0	0	13.9418	16.6299	0	36.187	83.17	0	18.0591	8.68967	10.7407	7.34831	6.21572	9.9971	12.9452	11.9796	0	12.454	0	0	0	22.4704	0	39.9891	68.3727	6.81815	11.129	10.4361	8.01391	12.0097	9.79113	8.74051	35.4401	8.0524	0	12.6989	0	0	35.6568	0	0	0	16.2551	22.7366	10.7722	25.3785	31.9623	23.0169	18.6969	0	0	0	11.5944	0	0	15.2514	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0	0	27.8685	196.192	198.516	157.998	163.79	193.172	137.645	136.821	288.583	40.4189	83.0013	155.891	114.756	97.7824	82.9796	338.992	156.078	0	41.5448	127.112	193.854	108.024	122.213	123.779	94.6327	144.739	270.339	183.481	101.45	131.979	79.0646	228.48	132.091	179.073	116.968	131.907	101.242	165.483	107.349	113.645	110.837	100.358	240.313	351.034	0	124.561	0	0	41.4402	31.2714	0	0	113.772	112.148	116.978	131.93	144.545	142.178	123.471	239.439	237.744	229.511	235.589	266.706	67.7262	76.0617	228.395	107.735
SO4ASSIM-PWY: assimilatory sulfate reduction I	0	0	0	38.5539	32.949	31.27	34.843	36.484	45.391	43.4865	107.239	0	14.7275	62.1371	0	0	16.6025	102.458	57.7182	0	0	44.1878	46.4738	36.8856	38.9207	38.5434	15.935	13.299	103.606	55.9393	0	48.5099	0	19.5352	0	80.2947	66.9009	8.78555	11.8052	63.2797	12.8217	15.9506	16.8207	11.0979	24.206	124.797	0	56.655	0	0	0	0	0	0	45.7507	41.2564	33.9602	49.8907	44.6766	49.7832	53.483	82.8708	79.5823	47.1935	14.5282	20.1603	0	21.5479	28.9674	81.1716
SUCSYN-PWY: sucrose biosynthesis I (from photosynthesis)	0	0	0	0	0	0	0	0	0	0	13.6301	150.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76048	15.6585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7575	2.0315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2798	10.5109	0	0	0	0	0	0	0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0	0	0	60.1464	45.425	48.5218	52.5328	57.0807	58.2063	61.3801	161.335	0	0	80.137	0	0	0	164.136	0	0	0	65.7049	72.5047	42.734	55.0723	55.5277	26.9826	24.6498	149.695	90.0645	0	66.5794	0	39.6006	0	107.592	40.1007	18.0807	22.3117	95.3073	24.0951	28.672	31.3064	20.7203	47.6867	183.882	0	84.4151	0	0	0	0	0	0	59.4468	54.921	52.1421	70.5105	59.7901	58.9421	67.8441	132.045	131.021	0	22.0021	14.3232	0	17.5321	38.9151	90.6656
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0	0	0	0	0	0	0.504924	0	0.417454	3.27104	35.8331	0	0	0	0	0	0	0	0	0	0	0.697568	0.225737	0	0	0.469191	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37222	0	0	0	0	0	1.9006	0	0	0	0	0	0	0	0	8.13272	4.82579	4.893	8.12938	8.9199	6.86877	10.6676	0	6.11867	0	0	0	0	0	0	0
TCA: TCA cycle I (prokaryotic)	0	0	0	71.5348	69.1856	72.9238	74.1422	59.4701	64.1962	65.0053	56.4419	0	0	0	0	27.1108	0	0	0	0	0	27.7543	53.6846	38.9227	30.2031	33.9116	19.9207	33.933	13.2965	23.914	0	0	0	10.2511	0	0	0	22.6174	20.6422	51.3262	17.744	33.9923	31.3311	20.4934	40.9025	1.57359	0	35.8047	0	0	0	0	0	0	24.2597	28.5592	29.4423	31.0997	24.5442	19.5275	28.9402	0	6.36794	20.9644	0	0	45.2593	35.6227	8.44421	49.2564
